transaction_id,payment_date,invoice_number,po_number,vendor_id,vendor_name,amount,category,plant_code,cost_center,related_party,days_overdue,payment_frequency,previous_avg_amount
T100936,2024-07-04,INV-378714,PO-216411,V1031,Vendor_031,50000.0,Utilities,P006,CC0172,0,108,Quarterly,39144.029987716036
T100937,2024-06-27,INV-634936,PO-762890,V1029,Vendor_029,68615.6767381242,Logistics,P001,CC0195,0,111,Ad-hoc,72558.25229734519
T100938,2025-02-11,INV-883054,PO-830187,V1092,Vendor_092,52338.35559648703,Logistics,P003,CC0125,0,48,Quarterly,61699.57438363142
T100939,2025-03-17,INV-131865,PO-198556,V1101,Vendor_101,74550.48399474153,Logistics,P006,CC0107,0,-2,One-off,94610.48768482235
T100940,2025-07-28,INV-656737,PO-205219,V1138,Vendor_138,71029.1363505733,Packaging,P008,CC0116,0,-8,Quarterly,57193.88566917659
T100941,2024-12-30,INV-782405,PO-815245,V1080,Vendor_080,50000.0,IT Services,P004,CC0166,0,69,Monthly,43265.83642388475
T100942,2026-01-07,INV-498943,PO-377773,V1182,Vendor_182,50000.0,Raw Material,P007,CC0128,1,33,Monthly,36623.00861163245
T100943,2025-02-20,INV-347864,PO-411002,V1094,Vendor_094,64416.077302031445,Logistics,P010,CC0171,0,19,One-off,83317.57736571437
T100944,2024-06-13,INV-489161,PO-629567,V1025,Vendor_025,4997618.309595444,Logistics,P006,CC0148,0,2,Monthly,63172.73665292542
T100945,2024-06-06,INV-845510,PO-161388,V1023,Vendor_023,50000.0,Logistics,P008,CC0186,0,24,Quarterly,49421.42387570082
T100946,2026-02-19,INV-923028,PO-494057,V1194,Vendor_194,77175.00270683588,Logistics,P005,CC0165,0,71,One-off,80674.05660684143
T100947,2024-06-16,INV-715301,PO-400474,V1026,Vendor_026,97019.86750202846,Utilities,P003,CC0159,0,93,Monthly,100639.15939176038
T100948,2026-01-31,INV-537046,PO-840454,V1189,Vendor_189,211965.3798245613,IT Services,P004,CC0121,0,98,Quarterly,180725.1700686625
T100949,2024-09-29,INV-680872,PO-757426,V1055,Vendor_055,50000.0,Utilities,P004,CC0132,0,75,Monthly,40561.72082880259
T100950,2024-05-18,INV-709257,PO-358009,V1018,Vendor_018,50000.0,Packaging,P006,CC0123,0,1,Ad-hoc,43909.27149866396
T100951,2024-10-19,INV-790624,PO-690199,V1060,Vendor_060,50000.0,IT Services,P002,CC0106,0,81,Ad-hoc,42414.6064938845
T100952,2025-06-02,INV-230177,PO-462506,V1122,Vendor_122,66457.70127707375,Logistics,P008,CC0130,1,45,Monthly,68751.61204382157
T100953,2025-01-17,INV-167620,PO-533323,V1085,Vendor_085,66247.90298422362,Logistics,P002,CC0194,0,6,Ad-hoc,58624.20583740315
T100954,2025-10-05,INV-411049,PO-761695,V1157,Vendor_157,50000.0,Utilities,P008,CC0180,0,77,Quarterly,56868.34374847029
T100955,2025-05-31,INV-333973,PO-351687,V1122,Vendor_122,54859.74185723312,IT Services,P005,CC0123,0,114,Monthly,57096.035581064934
T100956,2024-12-28,INV-653303,PO-620349,V1080,Vendor_080,995965.7387544615,Logistics,P008,CC0136,0,107,Quarterly,50967.912962421426
T100957,2025-06-17,INV-569563,PO-476137,V1126,Vendor_126,95147.95441043888,Packaging,P002,CC0172,0,91,One-off,120911.7616764726
T100958,2026-02-18,INV-926562,PO-685059,V1194,Vendor_194,50000.0,Maintenance,P003,CC0107,0,18,Quarterly,44672.286061409635
T100959,2025-01-05,INV-799439,PO-443449,V1082,Vendor_082,58845.56944474616,Services,P003,CC0172,0,54,Ad-hoc,63621.58872338605
T100960,2024-07-01,INV-232922,PO-941797,V1030,Vendor_030,50000.0,Maintenance,P008,CC0154,0,169,Ad-hoc,35001.518810822854
T100961,2025-01-03,INV-864149,PO-451020,V1081,Vendor_081,50000.0,Services,P003,CC0171,0,43,One-off,57107.709418318074
T100962,2025-11-14,INV-793648,PO-198606,V1168,Vendor_168,52062.71992975129,Raw Material,P004,CC0100,1,-8,Ad-hoc,52142.18624810378
T100963,2024-08-16,INV-443892,PO-540723,V1043,Vendor_043,59537.07915533822,Logistics,P002,CC0193,0,64,Monthly,49119.934426712745
T100964,2026-02-01,INV-152158,PO-314819,V1189,Vendor_189,76104.77267831856,Maintenance,P003,CC0167,0,40,Ad-hoc,53342.317206993604
T100965,2025-05-14,INV-814282,PO-509754,V1117,Vendor_117,122950.55255068552,IT Services,P009,CC0117,0,34,Quarterly,138216.87738345994
T100966,2025-05-24,INV-273812,PO-928599,V1120,Vendor_120,998678.5449317328,Logistics,P002,CC0184,0,34,Monthly,94797.66483233165
T100967,2024-10-28,INV-298246,PO-192221,V1063,Vendor_063,96865.84622138062,Utilities,P010,CC0102,0,86,Monthly,106479.22640667966
T100968,2026-01-11,INV-523420,PO-138320,V1184,Vendor_184,123383.42411492878,Raw Material,P009,CC0116,0,13,One-off,118753.20126376595
T100969,2024-04-06,INV-174191,PO-361152,V1007,Vendor_007,79606.73197139213,Packaging,P010,CC0179,0,61,Quarterly,86260.13489753212
T100970,2024-10-15,INV-459389,PO-492284,V1059,Vendor_059,58785.258824379736,Utilities,P007,CC0184,0,8,Monthly,61301.31928412026
T100971,2025-01-10,INV-321924,PO-216198,V1083,Vendor_083,99166.54150133733,Raw Material,P007,CC0109,1,111,Monthly,83630.81626448045
T100972,2025-02-22,INV-147699,PO-726278,V1095,Vendor_095,102385.93646849762,Maintenance,P009,CC0167,0,37,Quarterly,103538.88656935243
T100973,2025-02-20,INV-912832,PO-641885,V1094,Vendor_094,82808.24551941227,IT Services,P008,CC0180,0,108,Monthly,83533.28775118176
T100974,2024-06-26,INV-334661,PO-731603,V1029,Vendor_029,50000.0,Raw Material,P006,CC0109,0,-3,One-off,59708.68664700122
T100975,2024-08-22,INV-589632,PO-480533,V1045,Vendor_045,50000.0,Utilities,P005,CC0107,0,84,Ad-hoc,48004.67068012207
T100976,2024-05-19,INV-835085,PO-937555,V1019,Vendor_019,52186.17791905543,Logistics,P009,CC0122,0,107,Ad-hoc,50184.90382662345
T100977,2025-05-02,INV-533213,PO-704732,V1114,Vendor_114,88416.20182255354,Utilities,P004,CC0122,1,9,Ad-hoc,114113.72392014244
T100978,2024-11-22,INV-363604,PO-928552,V1070,Vendor_070,59238.4907074229,IT Services,P006,CC0122,0,113,Ad-hoc,73258.95738748366
T100979,2025-04-28,INV-769000,PO-178842,V1113,Vendor_113,105707.83740298498,Raw Material,P001,CC0179,0,112,One-off,89362.40300642853
T100980,2025-05-15,INV-722831,PO-700612,V1117,Vendor_117,115568.4546548265,Utilities,P007,CC0120,0,102,Quarterly,144018.61799866907
T100981,2025-08-05,INV-109083,PO-410417,V1140,Vendor_140,109052.55863841386,Packaging,P002,CC0153,0,83,One-off,85364.16117568268
T100982,2025-04-14,INV-837237,PO-273547,V1109,Vendor_109,109400.44999267724,Services,P001,CC0133,0,-10,Quarterly,132597.13450240405
T100983,2025-06-27,INV-206472,PO-262316,V1129,Vendor_129,50000.0,Services,P003,CC0131,0,4,Ad-hoc,40499.70130190052
T100984,2025-05-13,INV-763792,PO-276884,V1117,Vendor_117,76215.3183531546,Services,P007,CC0190,1,34,Monthly,72813.21968428275
T100985,2025-06-30,INV-189642,PO-182878,V1130,Vendor_130,50000.0,Maintenance,P009,CC0131,0,91,Quarterly,64517.64893805019
T100986,2025-06-04,INV-158954,PO-508984,V1123,Vendor_123,50000.0,Utilities,P006,CC0122,0,46,Ad-hoc,37911.46809656691
T100987,2024-10-27,INV-209500,PO-796101,V1063,Vendor_063,51857.99693993157,Logistics,P007,CC0122,0,-5,Quarterly,62430.42637680768
T100988,2024-09-06,INV-766604,PO-517168,V1049,Vendor_049,116118.73019701084,Utilities,P003,CC0192,0,32,Monthly,115751.83794060991
T100989,2025-10-06,INV-508104,PO-217842,V1157,Vendor_157,75385.55859332625,Utilities,P002,CC0183,0,98,Ad-hoc,57790.17868012411
T100990,2024-11-16,INV-641422,PO-736442,V1068,Vendor_068,164210.54358806467,Raw Material,P002,CC0154,0,94,One-off,208792.85678711202
T100991,2025-04-15,INV-352614,PO-257423,V1109,Vendor_109,65422.07852727561,Utilities,P001,CC0155,0,96,Monthly,67354.5695867214
T100992,2024-08-01,INV-207982,PO-881967,V1039,Vendor_039,203597.72236762612,Logistics,P004,CC0151,0,77,Ad-hoc,250096.30942971437
T100993,2025-01-19,INV-807151,PO-430099,V1086,Vendor_086,65431.60075764401,Packaging,P008,CC0158,0,13,Quarterly,79922.35559661518
T100994,2025-04-01,INV-849436,PO-101182,V1105,Vendor_105,60550.932422419646,Services,P001,CC0167,0,15,Ad-hoc,42917.335281297244
T100995,2025-06-10,INV-855134,PO-363486,V1125,Vendor_125,50000.0,Services,P004,CC0105,0,118,Monthly,42945.22110697507
T100996,2025-03-30,INV-158374,PO-849200,V1105,Vendor_105,104326.57163527078,Maintenance,P007,CC0180,0,1,Monthly,94118.52413127763
T100997,2024-11-29,INV-932444,PO-927835,V1072,Vendor_072,50000.0,Services,P001,CC0175,0,91,Monthly,51045.92136624515
T100998,2026-02-11,INV-587683,PO-479707,V1192,Vendor_192,50000.0,Maintenance,P006,CC0195,0,67,Quarterly,37155.980295232424
T100999,2025-03-20,INV-276455,PO-989780,V1102,Vendor_102,113620.05178461838,Packaging,P004,CC0142,1,-5,Quarterly,106050.69972766592
T101000,2025-10-22,INV-278887,PO-308610,V1161,Vendor_161,106842.52863080153,Utilities,P010,CC0100,0,99,Quarterly,127012.56826972697
T101001,2025-08-30,INV-552566,PO-480160,V1147,Vendor_147,105453.5323914614,IT Services,P005,CC0137,0,107,One-off,84775.64158782223
T101002,2025-04-22,INV-643238,PO-512561,V1111,Vendor_111,50000.0,Utilities,P006,CC0139,0,72,Ad-hoc,56038.294237291484
T101003,2025-12-18,INV-143827,PO-281021,V1177,Vendor_177,58367.35760027082,Utilities,P009,CC0161,0,118,Ad-hoc,56978.077071166656
T101004,2024-06-12,INV-546483,PO-444803,V1025,Vendor_025,58108.8236378858,Logistics,P008,CC0117,0,21,Quarterly,43141.33131707101
T101005,2026-01-12,INV-315917,PO-548300,V1184,Vendor_184,88544.37257175967,Utilities,P006,CC0107,0,114,One-off,71404.34601120252
T101006,2025-11-21,INV-926093,PO-729554,V1170,Vendor_170,130194.1835087896,Maintenance,P007,CC0115,0,62,Monthly,102152.75703679452
T101007,2025-03-13,INV-653569,PO-546101,V1100,Vendor_100,71974.93969352785,IT Services,P005,CC0168,1,76,Monthly,77144.95055494663
T101008,2025-08-28,INV-434708,PO-193097,V1146,Vendor_146,160724.26607809233,IT Services,P007,CC0114,1,59,Quarterly,120928.07620735589
T101009,2025-03-25,INV-480152,PO-519434,V1104,Vendor_104,93769.71443354507,Logistics,P004,CC0163,0,105,Monthly,111944.91706285402
T101010,2024-09-23,INV-853493,PO-863637,V1053,Vendor_053,53241.86505295909,Maintenance,P004,CC0170,0,92,Ad-hoc,63038.127492919084
T101011,2025-10-15,INV-721628,PO-118302,V1159,Vendor_159,90613.247688083,Logistics,P009,CC0156,0,95,Quarterly,67782.07992696292
T101012,2024-09-06,INV-448742,PO-998321,V1049,Vendor_049,140501.03571339953,IT Services,P005,CC0105,1,45,One-off,173226.3007186776
T101013,2024-10-26,INV-855303,PO-215539,V1062,Vendor_062,162615.6128819938,Raw Material,P006,CC0111,1,111,Monthly,207415.6443292362
T101014,2025-03-25,INV-659616,PO-108200,V1103,Vendor_103,108385.07481499566,IT Services,P002,CC0183,0,83,Quarterly,78696.32821456085
T101015,2025-11-12,INV-153581,PO-226907,V1167,Vendor_167,60647.71429357671,Packaging,P004,CC0162,0,35,One-off,77034.58968536413
T101016,2024-12-16,INV-667563,PO-325224,V1076,Vendor_076,53726.05578513375,Packaging,P007,CC0175,1,23,One-off,46616.879111072485
T101017,2025-03-06,INV-944750,PO-416584,V1098,Vendor_098,79860.34908187875,Services,P006,CC0194,0,93,Quarterly,87755.11674664913
T101018,2024-04-10,INV-876954,PO-846648,V1008,Vendor_008,138273.27333941805,Services,P004,CC0140,1,-7,Monthly,111294.69861566769
T101019,2024-06-03,INV-138162,PO-622708,V1023,Vendor_023,74375.70048633368,Packaging,P001,CC0189,0,105,One-off,88542.3011990296
T101020,2024-04-20,INV-893704,PO-674808,V1011,Vendor_011,75151.84426023898,Services,P006,CC0142,0,90,Quarterly,90569.09517750712
T101021,2024-05-02,INV-983500,PO-890058,V1014,Vendor_014,61432.78486934794,Maintenance,P004,CC0190,0,64,Quarterly,79064.29165307069
T101022,2025-12-05,INV-246444,PO-218343,V1173,Vendor_173,50820.46814635254,Services,P010,CC0167,0,118,Quarterly,65838.93682151187
T101023,2025-11-15,INV-673867,PO-301020,V1168,Vendor_168,55211.842465733986,Utilities,P001,CC0122,1,24,One-off,41161.23601293883
T101024,2025-10-31,INV-779528,PO-971335,V1164,Vendor_164,64068.813305789925,Maintenance,P007,CC0101,0,118,Ad-hoc,70141.13759342705
T101025,2024-04-20,INV-138969,PO-794079,V1011,Vendor_011,141357.86422575303,Packaging,P004,CC0191,0,7,One-off,122108.8396203799
T101026,2024-05-06,INV-844913,PO-153293,V1015,Vendor_015,53111.20015712727,Logistics,P003,CC0138,1,87,Quarterly,41179.59225475583
T101027,2024-10-01,INV-454265,PO-303586,V1056,Vendor_056,61470.09270018831,IT Services,P008,CC0186,0,16,Ad-hoc,48516.94579920006
T101028,2025-04-27,INV-369419,PO-436217,V1113,Vendor_113,50000.0,Packaging,P006,CC0118,0,76,Ad-hoc,63093.11716785215
T101029,2024-11-09,INV-332387,PO-129354,V1066,Vendor_066,85674.93030288194,Packaging,P001,CC0145,0,35,Ad-hoc,95115.41172013083
T101030,2025-03-01,INV-555063,PO-624652,V1097,Vendor_097,118579.58166209297,Packaging,P007,CC0118,0,38,Quarterly,86595.89023717324
T101031,2024-07-15,INV-818714,PO-684871,V1034,Vendor_034,134894.58802612626,Maintenance,P002,CC0111,0,23,Monthly,174086.59816695194
T101032,2025-08-26,INV-839390,PO-402235,V1146,Vendor_146,66282.57110457888,Packaging,P009,CC0155,0,110,One-off,78524.12297064198
T101033,2024-10-26,INV-302909,PO-293169,V1062,Vendor_062,79791.88939669216,Logistics,P003,CC0144,0,63,Ad-hoc,70656.32315382175
T101034,2024-04-28,INV-844293,PO-482873,V1013,Vendor_013,55449.326072362586,Logistics,P008,CC0124,0,52,Monthly,54480.07274886845
T101035,2025-09-04,INV-843590,PO-927688,V1148,Vendor_148,77964.53633013525,Raw Material,P004,CC0133,1,25,Quarterly,88563.47102735541
T101036,2025-12-30,INV-155236,PO-746683,V1180,Vendor_180,70051.26262651508,Raw Material,P004,CC0137,0,84,One-off,77450.02455201445
T101037,2024-03-21,INV-381106,PO-940076,V1002,Vendor_002,61644.06246824124,Logistics,P001,CC0122,0,21,Monthly,60278.5564403813
T101038,2025-01-23,INV-113537,PO-597657,V1087,Vendor_087,64143.42342861395,Raw Material,P010,CC0171,0,63,Quarterly,64620.26181668118
T101039,2025-11-04,INV-990228,PO-194528,V1165,Vendor_165,75053.85051164673,IT Services,P006,CC0129,0,37,Ad-hoc,54483.43703031067
T101040,2025-08-08,INV-525092,PO-153869,V1141,Vendor_141,51685.0464945358,Services,P002,CC0162,0,106,Quarterly,51704.684056986014
T101041,2025-11-26,INV-343367,PO-275246,V1171,Vendor_171,53037.346957884074,Raw Material,P001,CC0173,0,29,One-off,47953.61833914445
T101042,2025-01-08,INV-904829,PO-568918,V1083,Vendor_083,140600.9488390783,Utilities,P003,CC0133,0,79,Monthly,122467.74574005314
T101043,2024-12-07,INV-716464,PO-289372,V1074,Vendor_074,232181.20096139202,Maintenance,P005,CC0106,0,13,Quarterly,200087.5957062544
T101044,2025-08-10,INV-946182,PO-385531,V1141,Vendor_141,50000.0,Utilities,P001,CC0104,0,29,Monthly,54468.40692069346
T101045,2024-07-01,INV-820173,PO-920293,V1030,Vendor_030,50000.0,Services,P004,CC0158,0,88,One-off,47877.72862163956
T101046,2024-09-01,INV-959866,PO-139108,V1047,Vendor_047,50000.0,Raw Material,P004,CC0102,0,109,Quarterly,47774.07225283774
T101047,2025-05-23,INV-294813,PO-170221,V1120,Vendor_120,56860.478039707596,Maintenance,P009,CC0112,0,42,Quarterly,45233.203683364045
T101048,2025-07-11,INV-283627,PO-450707,V1133,Vendor_133,93703.4470326742,IT Services,P005,CC0148,0,13,Monthly,119670.37207461681
T101049,2024-06-06,INV-168180,PO-776050,V1023,Vendor_023,80468.93360928801,Logistics,P002,CC0128,0,105,Ad-hoc,67139.71515752564
T101050,2025-03-17,INV-408569,PO-841368,V1101,Vendor_101,65252.23440740187,Raw Material,P003,CC0142,0,17,One-off,61576.283971652345
T101051,2024-12-02,INV-596122,PO-358933,V1072,Vendor_072,78000.28608948791,Packaging,P009,CC0170,0,18,Monthly,63501.815875603475
T101052,2025-03-12,INV-608550,PO-361641,V1100,Vendor_100,50000.0,Utilities,P001,CC0179,0,36,Ad-hoc,56094.28557167444
T101053,2026-02-08,INV-709370,PO-624190,V1191,Vendor_191,52994.24565664428,Utilities,P002,CC0138,0,96,One-off,50963.360316373495
T101054,2024-05-05,INV-759907,PO-879390,V1015,Vendor_015,59275.58177977781,IT Services,P001,CC0108,0,37,Ad-hoc,56204.511718925016
T101055,2026-03-07,INV-835547,PO-259553,V1199,Vendor_199,50000.0,Logistics,P001,CC0119,0,114,One-off,61252.84656167201
T101056,2025-02-02,INV-567980,PO-903088,V1089,Vendor_089,50000.0,IT Services,P010,CC0184,0,97,One-off,57784.3954938036
T101057,2025-09-25,INV-345487,PO-825875,V1154,Vendor_154,50000.0,Packaging,P010,CC0101,0,98,One-off,50596.251586675426
T101058,2025-01-14,INV-495363,PO-340969,V1084,Vendor_084,87733.06329727784,Services,P008,CC0121,0,46,Monthly,86079.66725503733
T101059,2024-10-24,INV-885056,PO-703694,V1062,Vendor_062,67688.89915183051,Utilities,P001,CC0196,0,98,One-off,86367.03075299299
T101060,2025-09-24,INV-834360,PO-665966,V1154,Vendor_154,81269.86804117281,Packaging,P007,CC0135,0,103,Monthly,103527.83997531977
T101061,2025-07-25,INV-924189,PO-119032,V1137,Vendor_137,50000.0,Logistics,P008,CC0103,0,41,One-off,56143.12603729663
T101062,2024-06-24,INV-586173,PO-461544,V1028,Vendor_028,50000.0,Maintenance,P008,CC0185,0,33,Ad-hoc,57804.43779459299
T101063,2025-08-07,INV-801267,PO-313419,V1141,Vendor_141,83417.02632831772,Utilities,P008,CC0173,0,4,Quarterly,103391.71250446477
T101064,2025-09-11,INV-471809,PO-161226,V1150,Vendor_150,50000.0,Utilities,P007,CC0183,1,40,Quarterly,63929.26267612213
T101065,2024-12-19,INV-106837,PO-519714,V1077,Vendor_077,110449.61010684678,Utilities,P005,CC0167,0,52,One-off,82767.05658853937
T101066,2026-01-15,INV-769421,PO-732420,V1185,Vendor_185,50000.0,Maintenance,P001,CC0151,1,89,Quarterly,64920.164974117455
T101067,2025-06-21,INV-178494,PO-578057,V1128,Vendor_128,91278.67292866073,IT Services,P009,CC0170,0,62,Ad-hoc,102397.63194312713
T101068,2024-11-09,INV-671711,PO-179826,V1066,Vendor_066,50000.0,Logistics,P010,CC0108,0,22,One-off,52782.34562574883
T101069,2024-03-18,INV-997962,PO-844543,V1002,Vendor_002,101159.30774444784,Logistics,P006,CC0110,0,28,Ad-hoc,95888.93564961299
T101070,2025-07-16,INV-123050,PO-163369,V1134,Vendor_134,995564.6083546518,IT Services,P005,CC0159,0,6,One-off,268540.11205286806
T101071,2024-08-10,INV-760553,PO-448267,V1041,Vendor_041,50000.0,Services,P010,CC0146,1,18,Ad-hoc,59126.30625571932
T101072,2025-09-14,INV-881360,PO-611547,V1151,Vendor_151,84769.28694555273,IT Services,P005,CC0176,0,8,Ad-hoc,92624.0967192642
T101073,2025-03-29,INV-664111,PO-934159,V1105,Vendor_105,50000.0,IT Services,P004,CC0193,0,90,Monthly,41021.15506464482
T101074,2025-02-14,INV-720984,PO-778536,V1093,Vendor_093,74115.83314331487,Maintenance,P009,CC0126,0,20,Monthly,79003.52199661447
T101075,2024-07-08,INV-911224,PO-274496,V1032,Vendor_032,362178.61460351606,Maintenance,P010,CC0133,0,-4,One-off,42368.46804646706
T101076,2025-08-12,INV-799482,PO-484962,V1142,Vendor_142,63888.27675881032,IT Services,P003,CC0118,1,68,One-off,63768.47958935287
T101077,2024-07-10,INV-135677,PO-871940,V1033,Vendor_033,50000.0,Packaging,P003,CC0180,0,62,Monthly,52503.72913503946
T101078,2025-01-09,INV-796729,PO-322978,V1083,Vendor_083,88456.88655700372,Services,P004,CC0149,0,-5,Monthly,95658.20082904212
T101079,2025-11-11,INV-781639,PO-913868,V1167,Vendor_167,50000.0,Services,P002,CC0134,0,79,One-off,39357.86569170305
T101080,2026-01-11,INV-305334,PO-580089,V1184,Vendor_184,111392.8734100735,Packaging,P009,CC0174,0,76,Quarterly,84364.40826716217
T101081,2026-03-03,INV-689209,PO-664017,V1197,Vendor_197,50000.0,Services,P010,CC0146,0,115,Ad-hoc,42761.24497926074
T101082,2026-02-08,INV-857685,PO-696613,V1191,Vendor_191,50000.0,Utilities,P006,CC0150,0,89,Monthly,53210.8949646384
T101083,2025-04-20,INV-863397,PO-970770,V1111,Vendor_111,132915.43948694365,Services,P008,CC0183,0,93,Ad-hoc,167341.8260496871
T101084,2024-08-04,INV-883819,PO-719019,V1040,Vendor_040,57891.66358118285,Utilities,P005,CC0123,0,87,Monthly,67587.01891026796
T101085,2025-11-13,INV-800113,PO-469528,V1167,Vendor_167,155409.36597688106,Raw Material,P010,CC0165,0,74,Monthly,178320.79613541713
T101086,2025-10-17,INV-209878,PO-631042,V1160,Vendor_160,110268.99455213214,Services,P010,CC0186,0,72,Monthly,99036.92934827605
T101087,2026-03-03,INV-536437,PO-729354,V1198,Vendor_198,50000.0,IT Services,P008,CC0187,0,71,Ad-hoc,38351.22139325475
T101088,2025-06-29,INV-309763,PO-638212,V1130,Vendor_130,57383.09917727845,Packaging,P009,CC0187,0,47,Monthly,70877.51786500767
T101089,2024-06-22,INV-163871,PO-109087,V1028,Vendor_028,63609.554741668326,Services,P002,CC0121,0,2,Ad-hoc,63642.12938611485
T101090,2025-03-13,INV-337109,PO-911645,V1100,Vendor_100,128431.5812637976,Utilities,P009,CC0165,0,117,Ad-hoc,97647.36703196299
T101091,2025-02-01,INV-918460,PO-347212,V1089,Vendor_089,74515.23325471906,Utilities,P005,CC0157,1,116,One-off,76078.6551035008
T101092,2025-11-16,INV-638211,PO-685786,V1168,Vendor_168,65391.418324017875,Packaging,P003,CC0107,0,1,Monthly,72273.61305788264
T101093,2024-12-22,INV-787151,PO-609731,V1078,Vendor_078,54179.62566147432,Raw Material,P010,CC0153,0,91,One-off,48324.97627480157
T101094,2024-11-05,INV-552535,PO-208118,V1065,Vendor_065,58379.58186435532,Maintenance,P009,CC0123,0,88,Ad-hoc,41189.67656367831
T101095,2024-05-08,INV-420756,PO-888339,V1016,Vendor_016,114955.00188769038,Services,P002,CC0151,0,22,Monthly,123342.59902564176
T101096,2025-11-10,INV-534556,PO-174903,V1167,Vendor_167,59985.17188424705,IT Services,P007,CC0161,1,39,One-off,43432.70225784133
T101097,2025-09-13,INV-985534,PO-957632,V1151,Vendor_151,50000.0,IT Services,P009,CC0169,0,89,One-off,47983.79872613562
